location,date,new_cases,total_cases,new_deaths,total_deaths
Brazil,2020-05-23,0.0,218223.0,0.0,14817.0
Brazil,2020-05-24,112667.0,330890.0,6231.0,21048.0
Brazil,2020-05-25,0.0,330890.0,0.0,21048.0
Brazil,2020-05-26,0.0,330890.0,0.0,21048.0
Brazil,2020-05-27,0.0,330890.0,0.0,21048.0
Brazil,2020-05-28,0.0,330890.0,0.0,21048.0
Brazil,2020-05-29,0.0,330890.0,0.0,21048.0
Brazil,2020-05-30,0.0,330890.0,0.0,21048.0
Brazil,2020-05-31,134276.0,465166.0,6830.0,27878.0
Brazil,2020-06-01,0.0,465166.0,0.0,27878.0
Brazil,2020-06-02,0.0,465166.0,0.0,27878.0
Brazil,2020-06-03,0.0,465166.0,0.0,27878.0
Brazil,2020-06-04,0.0,465166.0,0.0,27878.0
Brazil,2020-06-05,0.0,465166.0,0.0,27878.0
Brazil,2020-06-06,0.0,465166.0,0.0,27878.0
Brazil,2020-06-07,180605.0,645771.0,7148.0,35026.0
Brazil,2020-06-08,0.0,645771.0,0.0,35026.0
Brazil,2020-06-09,0.0,645771.0,0.0,35026.0
Brazil,2020-06-10,0.0,645771.0,0.0,35026.0
Brazil,2020-06-11,0.0,645771.0,0.0,35026.0
Brazil,2020-06-12,0.0,645771.0,0.0,35026.0
Brazil,2020-06-13,0.0,645771.0,0.0,35026.0
Brazil,2020-06-14,183039.0,828810.0,6802.0,41828.0
Brazil,2020-06-15,0.0,828810.0,0.0,41828.0
Brazil,2020-06-16,0.0,828810.0,0.0,41828.0
Brazil,2020-06-17,0.0,828810.0,0.0,41828.0
Brazil,2020-06-18,0.0,828810.0,0.0,41828.0
Brazil,2020-06-19,0.0,828810.0,0.0,41828.0
Brazil,2020-06-20,0.0,828810.0,0.0,41828.0
Brazil,2020-06-21,204103.0,1032913.0,7126.0,48954.0
Brazil,2020-06-22,0.0,1032913.0,0.0,48954.0
Brazil,2020-06-23,0.0,1032913.0,0.0,48954.0
Brazil,2020-06-24,0.0,1032913.0,0.0,48954.0
Brazil,2020-06-25,0.0,1032913.0,0.0,48954.0
Brazil,2020-06-26,0.0,1032913.0,0.0,48954.0
Brazil,2020-06-27,0.0,1032913.0,0.0,48954.0
Brazil,2020-06-28,242061.0,1274974.0,7007.0,55961.0
Brazil,2020-06-29,0.0,1274974.0,0.0,55961.0
Brazil,2020-06-30,0.0,1274974.0,0.0,55961.0
Brazil,2020-07-01,0.0,1274974.0,0.0,55961.0
Brazil,2020-07-02,0.0,1274974.0,0.0,55961.0
Brazil,2020-07-03,0.0,1274974.0,0.0,55961.0
Brazil,2020-07-04,0.0,1274974.0,0.0,55961.0
Brazil,2020-07-05,264107.0,1539081.0,7213.0,63174.0
Brazil,2020-07-06,0.0,1539081.0,0.0,63174.0
Brazil,2020-07-07,0.0,1539081.0,0.0,63174.0
Brazil,2020-07-08,0.0,1539081.0,0.0,63174.0
Brazil,2020-07-09,0.0,1539081.0,0.0,63174.0
Brazil,2020-07-10,0.0,1539081.0,0.0,63174.0
Brazil,2020-07-11,0.0,1539081.0,0.0,63174.0
Brazil,2020-07-12,261746.0,1800827.0,7224.0,70398.0
Brazil,2020-07-13,0.0,1800827.0,0.0,70398.0
Brazil,2020-07-14,0.0,1800827.0,0.0,70398.0
Brazil,2020-07-15,0.0,1800827.0,0.0,70398.0
Brazil,2020-07-16,0.0,1800827.0,0.0,70398.0
Brazil,2020-07-17,0.0,1800827.0,0.0,70398.0
Brazil,2020-07-18,0.0,1800827.0,0.0,70398.0
Brazil,2020-07-19,245501.0,2046328.0,7453.0,77851.0
Brazil,2020-07-20,0.0,2046328.0,0.0,77851.0
Brazil,2020-07-21,0.0,2046328.0,0.0,77851.0
Brazil,2020-07-22,0.0,2046328.0,0.0,77851.0
Brazil,2020-07-23,0.0,2046328.0,0.0,77851.0
Brazil,2020-07-24,0.0,2046328.0,0.0,77851.0
Brazil,2020-07-25,0.0,2046328.0,0.0,77851.0
Brazil,2020-07-26,297038.0,2343366.0,7387.0,85238.0
Brazil,2020-07-27,0.0,2343366.0,0.0,85238.0
Brazil,2020-07-28,0.0,2343366.0,0.0,85238.0
Brazil,2020-07-29,0.0,2343366.0,0.0,85238.0
Brazil,2020-07-30,0.0,2343366.0,0.0,85238.0
Brazil,2020-07-31,0.0,2343366.0,0.0,85238.0
Brazil,2020-08-01,0.0,2343366.0,0.0,85238.0
Brazil,2020-08-02,319119.0,2662485.0,7237.0,92475.0
Brazil,2020-08-03,0.0,2662485.0,0.0,92475.0
Brazil,2020-08-04,0.0,2662485.0,0.0,92475.0
Brazil,2020-08-05,0.0,2662485.0,0.0,92475.0
Brazil,2020-08-06,0.0,2662485.0,0.0,92475.0
Brazil,2020-08-07,0.0,2662485.0,0.0,92475.0
Brazil,2020-08-08,0.0,2662485.0,0.0,92475.0
Brazil,2020-08-09,299957.0,2962442.0,7097.0,99572.0
Brazil,2020-08-10,0.0,2962442.0,0.0,99572.0
Brazil,2020-08-11,0.0,2962442.0,0.0,99572.0
Brazil,2020-08-12,0.0,2962442.0,0.0,99572.0
Brazil,2020-08-13,0.0,2962442.0,0.0,99572.0
Brazil,2020-08-14,0.0,2962442.0,0.0,99572.0
Brazil,2020-08-15,0.0,2962442.0,0.0,99572.0
Brazil,2020-08-16,313078.0,3275520.0,6951.0,106523.0
Brazil,2020-08-17,0.0,3275520.0,0.0,106523.0
Brazil,2020-08-18,0.0,3275520.0,0.0,106523.0
Brazil,2020-08-19,0.0,3275520.0,0.0,106523.0
Brazil,2020-08-20,0.0,3275520.0,0.0,106523.0
Brazil,2020-08-21,0.0,3275520.0,0.0,106523.0
Brazil,2020-08-22,0.0,3275520.0,0.0,106523.0
Brazil,2020-08-23,256810.0,3532330.0,6835.0,113358.0
Brazil,2020-08-24,0.0,3532330.0,0.0,113358.0
Brazil,2020-08-25,0.0,3532330.0,0.0,113358.0
Brazil,2020-08-26,0.0,3532330.0,0.0,113358.0
Brazil,2020-08-27,0.0,3532330.0,0.0,113358.0
Brazil,2020-08-28,0.0,3532330.0,0.0,113358.0
Brazil,2020-08-29,0.0,3532330.0,0.0,113358.0
Brazil,2020-08-30,272473.0,3804803.0,6146.0,119504.0
Brazil,2020-08-31,0.0,3804803.0,0.0,119504.0
Brazil,2020-09-01,0.0,3804803.0,0.0,119504.0
Brazil,2020-09-02,0.0,3804803.0,0.0,119504.0
Brazil,2020-09-03,0.0,3804803.0,0.0,119504.0
Brazil,2020-09-04,0.0,3804803.0,0.0,119504.0
Brazil,2020-09-05,0.0,3804803.0,0.0,119504.0
Brazil,2020-09-06,288029.0,4092832.0,6017.0,125521.0
Brazil,2020-09-07,0.0,4092832.0,0.0,125521.0
Brazil,2020-09-08,0.0,4092832.0,0.0,125521.0
Brazil,2020-09-09,0.0,4092832.0,0.0,125521.0
Brazil,2020-09-10,0.0,4092832.0,0.0,125521.0
Brazil,2020-09-11,0.0,4092832.0,0.0,125521.0
Brazil,2020-09-12,0.0,4092832.0,0.0,125521.0
Brazil,2020-09-13,189332.0,4282164.0,4875.0,130396.0
Brazil,2020-09-14,0.0,4282164.0,0.0,130396.0
Brazil,2020-09-15,0.0,4282164.0,0.0,130396.0
Brazil,2020-09-16,0.0,4282164.0,0.0,130396.0
Brazil,2020-09-17,0.0,4282164.0,0.0,130396.0
Brazil,2020-09-18,0.0,4282164.0,0.0,130396.0
Brazil,2020-09-19,0.0,4282164.0,0.0,130396.0
Brazil,2020-09-20,213019.0,4495183.0,5397.0,135793.0
Brazil,2020-09-21,0.0,4495183.0,0.0,135793.0
Brazil,2020-09-22,0.0,4495183.0,0.0,135793.0
Brazil,2020-09-23,0.0,4495183.0,0.0,135793.0
Brazil,2020-09-24,0.0,4495183.0,0.0,135793.0
Brazil,2020-09-25,0.0,4495183.0,0.0,135793.0
Brazil,2020-09-26,0.0,4495183.0,0.0,135793.0
Brazil,2020-09-27,194430.0,4689613.0,4744.0,140537.0
Brazil,2020-09-28,0.0,4689613.0,0.0,140537.0
Brazil,2020-09-29,0.0,4689613.0,0.0,140537.0
Brazil,2020-09-30,0.0,4689613.0,0.0,140537.0
Brazil,2020-10-01,0.0,4689613.0,0.0,140537.0
Brazil,2020-10-02,0.0,4689613.0,0.0,140537.0
Brazil,2020-10-03,0.0,4689613.0,0.0,140537.0
Brazil,2020-10-04,190910.0,4880523.0,4851.0,145388.0
Brazil,2020-10-05,0.0,4880523.0,0.0,145388.0
Brazil,2020-10-06,0.0,4880523.0,0.0,145388.0
Brazil,2020-10-07,0.0,4880523.0,0.0,145388.0
Brazil,2020-10-08,0.0,4880523.0,0.0,145388.0
Brazil,2020-10-09,0.0,4880523.0,0.0,145388.0
Brazil,2020-10-10,0.0,4880523.0,0.0,145388.0
Brazil,2020-10-11,175365.0,5055888.0,4251.0,149639.0
Brazil,2020-10-12,0.0,5055888.0,0.0,149639.0
Brazil,2020-10-13,0.0,5055888.0,0.0,149639.0
Brazil,2020-10-14,0.0,5055888.0,0.0,149639.0
Brazil,2020-10-15,0.0,5055888.0,0.0,149639.0
Brazil,2020-10-16,0.0,5055888.0,0.0,149639.0
Brazil,2020-10-17,0.0,5055888.0,0.0,149639.0
Brazil,2020-10-18,144412.0,5200300.0,3575.0,153214.0
Brazil,2020-10-19,0.0,5200300.0,0.0,153214.0
Brazil,2020-10-20,0.0,5200300.0,0.0,153214.0
Brazil,2020-10-21,0.0,5200300.0,0.0,153214.0
Brazil,2020-10-22,0.0,5200300.0,0.0,153214.0
Brazil,2020-10-23,0.0,5200300.0,0.0,153214.0
Brazil,2020-10-24,0.0,5200300.0,0.0,153214.0
Brazil,2020-10-25,153356.0,5353656.0,3257.0,156471.0
Brazil,2020-10-26,0.0,5353656.0,0.0,156471.0
Brazil,2020-10-27,0.0,5353656.0,0.0,156471.0
Brazil,2020-10-28,0.0,5353656.0,0.0,156471.0
Brazil,2020-10-29,0.0,5353656.0,0.0,156471.0
Brazil,2020-10-30,0.0,5353656.0,0.0,156471.0
Brazil,2020-10-31,0.0,5353656.0,0.0,156471.0
Brazil,2020-11-01,163002.0,5516658.0,3006.0,159477.0
Brazil,2020-11-02,0.0,5516658.0,0.0,159477.0
Brazil,2020-11-03,0.0,5516658.0,0.0,159477.0
Brazil,2020-11-04,0.0,5516658.0,0.0,159477.0
Brazil,2020-11-05,0.0,5516658.0,0.0,159477.0
Brazil,2020-11-06,0.0,5516658.0,0.0,159477.0
Brazil,2020-11-07,0.0,5516658.0,0.0,159477.0
Brazil,2020-11-08,114523.0,5631181.0,2538.0,162015.0
Brazil,2020-11-09,0.0,5631181.0,0.0,162015.0
Brazil,2020-11-10,0.0,5631181.0,0.0,162015.0
Brazil,2020-11-11,0.0,5631181.0,0.0,162015.0
Brazil,2020-11-12,0.0,5631181.0,0.0,162015.0
Brazil,2020-11-13,0.0,5631181.0,0.0,162015.0
Brazil,2020-11-14,0.0,5631181.0,0.0,162015.0
Brazil,2020-11-15,179471.0,5810652.0,2722.0,164737.0
Brazil,2020-11-16,0.0,5810652.0,0.0,164737.0
Brazil,2020-11-17,0.0,5810652.0,0.0,164737.0
Brazil,2020-11-18,0.0,5810652.0,0.0,164737.0
Brazil,2020-11-19,0.0,5810652.0,0.0,164737.0
Brazil,2020-11-20,0.0,5810652.0,0.0,164737.0
Brazil,2020-11-21,0.0,5810652.0,0.0,164737.0
Brazil,2020-11-22,209512.0,6020164.0,3876.0,168613.0
Brazil,2020-11-23,0.0,6020164.0,0.0,168613.0
Brazil,2020-11-24,0.0,6020164.0,0.0,168613.0
Brazil,2020-11-25,0.0,6020164.0,0.0,168613.0
Brazil,2020-11-26,0.0,6020164.0,0.0,168613.0
Brazil,2020-11-27,0.0,6020164.0,0.0,168613.0
Brazil,2020-11-28,0.0,6020164.0,0.0,168613.0
Brazil,2020-11-29,218186.0,6238350.0,3361.0,171974.0
Brazil,2020-11-30,0.0,6238350.0,0.0,171974.0
Brazil,2020-12-01,0.0,6238350.0,0.0,171974.0
Brazil,2020-12-02,0.0,6238350.0,0.0,171974.0
Brazil,2020-12-03,0.0,6238350.0,0.0,171974.0
Brazil,2020-12-04,0.0,6238350.0,0.0,171974.0
Brazil,2020-12-05,0.0,6238350.0,0.0,171974.0
Brazil,2020-12-06,295618.0,6533968.0,3990.0,175964.0
Brazil,2020-12-07,0.0,6533968.0,0.0,175964.0
Brazil,2020-12-08,0.0,6533968.0,0.0,175964.0
Brazil,2020-12-09,0.0,6533968.0,0.0,175964.0
Brazil,2020-12-10,0.0,6533968.0,0.0,175964.0
Brazil,2020-12-11,0.0,6533968.0,0.0,175964.0
Brazil,2020-12-12,0.0,6533968.0,0.0,175964.0
Brazil,2020-12-13,302259.0,6836227.0,4473.0,180437.0
Brazil,2020-12-14,0.0,6836227.0,0.0,180437.0
Brazil,2020-12-15,0.0,6836227.0,0.0,180437.0
Brazil,2020-12-16,0.0,6836227.0,0.0,180437.0
Brazil,2020-12-17,0.0,6836227.0,0.0,180437.0
Brazil,2020-12-18,0.0,6836227.0,0.0,180437.0
Brazil,2020-12-19,0.0,6836227.0,0.0,180437.0
Brazil,2020-12-20,326751.0,7162978.0,5213.0,185650.0
Brazil,2020-12-21,0.0,7162978.0,0.0,185650.0
Brazil,2020-12-22,0.0,7162978.0,0.0,185650.0
Brazil,2020-12-23,0.0,7162978.0,0.0,185650.0
Brazil,2020-12-24,0.0,7162978.0,0.0,185650.0
Brazil,2020-12-25,0.0,7162978.0,0.0,185650.0
Brazil,2020-12-26,0.0,7162978.0,0.0,185650.0
Brazil,2020-12-27,285582.0,7448560.0,4838.0,190488.0
Brazil,2020-12-28,0.0,7448560.0,0.0,190488.0
Brazil,2020-12-29,0.0,7448560.0,0.0,190488.0
Brazil,2020-12-30,0.0,7448560.0,0.0,190488.0
Brazil,2020-12-31,0.0,7448560.0,0.0,190488.0
Brazil,2021-01-01,0.0,7448560.0,0.0,190488.0
Brazil,2021-01-02,0.0,7448560.0,0.0,190488.0
Brazil,2021-01-03,252018.0,7700578.0,4923.0,195411.0
Brazil,2021-01-04,0.0,7700578.0,0.0,195411.0
Brazil,2021-01-05,0.0,7700578.0,0.0,195411.0
Brazil,2021-01-06,0.0,7700578.0,0.0,195411.0
Brazil,2021-01-07,0.0,7700578.0,0.0,195411.0
Brazil,2021-01-08,0.0,7700578.0,0.0,195411.0
Brazil,2021-01-09,0.0,7700578.0,0.0,195411.0
Brazil,2021-01-10,313130.0,8013708.0,6049.0,201460.0
Brazil,2021-01-11,0.0,8013708.0,0.0,201460.0
Brazil,2021-01-12,0.0,8013708.0,0.0,201460.0
Brazil,2021-01-13,0.0,8013708.0,0.0,201460.0
Brazil,2021-01-14,0.0,8013708.0,0.0,201460.0
Brazil,2021-01-15,0.0,8013708.0,0.0,201460.0
Brazil,2021-01-16,0.0,8013708.0,0.0,201460.0
Brazil,2021-01-17,379784.0,8393492.0,6786.0,208246.0
Brazil,2021-01-18,0.0,8393492.0,0.0,208246.0
Brazil,2021-01-19,0.0,8393492.0,0.0,208246.0
Brazil,2021-01-20,0.0,8393492.0,0.0,208246.0
Brazil,2021-01-21,0.0,8393492.0,0.0,208246.0
Brazil,2021-01-22,0.0,8393492.0,0.0,208246.0
Brazil,2021-01-23,0.0,8393492.0,0.0,208246.0
Brazil,2021-01-24,360428.0,8753920.0,6997.0,215243.0
Brazil,2021-01-25,0.0,8753920.0,0.0,215243.0
Brazil,2021-01-26,0.0,8753920.0,0.0,215243.0
Brazil,2021-01-27,0.0,8753920.0,0.0,215243.0
Brazil,2021-01-28,0.0,8753920.0,0.0,215243.0
Brazil,2021-01-29,0.0,8753920.0,0.0,215243.0
Brazil,2021-01-30,0.0,8753920.0,0.0,215243.0
Brazil,2021-01-31,364593.0,9118513.0,7423.0,222666.0
Brazil,2021-02-01,0.0,9118513.0,0.0,222666.0
Brazil,2021-02-02,0.0,9118513.0,0.0,222666.0
Brazil,2021-02-03,0.0,9118513.0,0.0,222666.0
Brazil,2021-02-04,0.0,9118513.0,0.0,222666.0
Brazil,2021-02-05,0.0,9118513.0,0.0,222666.0
Brazil,2021-02-06,0.0,9118513.0,0.0,222666.0
Brazil,2021-02-07,328652.0,9447165.0,7368.0,230034.0
Brazil,2021-02-08,0.0,9447165.0,0.0,230034.0
Brazil,2021-02-09,0.0,9447165.0,0.0,230034.0
Brazil,2021-02-10,0.0,9447165.0,0.0,230034.0
Brazil,2021-02-11,0.0,9447165.0,0.0,230034.0
Brazil,2021-02-12,0.0,9447165.0,0.0,230034.0
Brazil,2021-02-13,0.0,9447165.0,0.0,230034.0
Brazil,2021-02-14,318290.0,9765455.0,7455.0,237489.0
Brazil,2021-02-15,0.0,9765455.0,0.0,237489.0
Brazil,2021-02-16,0.0,9765455.0,0.0,237489.0
Brazil,2021-02-17,0.0,9765455.0,0.0,237489.0
Brazil,2021-02-18,0.0,9765455.0,0.0,237489.0
Brazil,2021-02-19,0.0,9765455.0,0.0,237489.0
Brazil,2021-02-20,0.0,9765455.0,0.0,237489.0
Brazil,2021-02-21,316221.0,10081676.0,7276.0,244765.0
Brazil,2021-02-22,0.0,10081676.0,0.0,244765.0
Brazil,2021-02-23,0.0,10081676.0,0.0,244765.0
Brazil,2021-02-24,0.0,10081676.0,0.0,244765.0
Brazil,2021-02-25,0.0,10081676.0,0.0,244765.0
Brazil,2021-02-26,0.0,10081676.0,0.0,244765.0
Brazil,2021-02-27,0.0,10081676.0,0.0,244765.0
Brazil,2021-02-28,373954.0,10455630.0,8070.0,252835.0
Brazil,2021-03-01,0.0,10455630.0,0.0,252835.0
Brazil,2021-03-02,0.0,10455630.0,0.0,252835.0
Brazil,2021-03-03,0.0,10455630.0,0.0,252835.0
Brazil,2021-03-04,0.0,10455630.0,0.0,252835.0
Brazil,2021-03-05,0.0,10455630.0,0.0,252835.0
Brazil,2021-03-06,0.0,10455630.0,0.0,252835.0
Brazil,2021-03-07,413597.0,10869227.0,9935.0,262770.0
Brazil,2021-03-08,0.0,10869227.0,0.0,262770.0
Brazil,2021-03-09,0.0,10869227.0,0.0,262770.0
Brazil,2021-03-10,0.0,10869227.0,0.0,262770.0
Brazil,2021-03-11,0.0,10869227.0,0.0,262770.0
Brazil,2021-03-12,0.0,10869227.0,0.0,262770.0
Brazil,2021-03-13,0.0,10869227.0,0.0,262770.0
Brazil,2021-03-14,494153.0,11363380.0,12335.0,275105.0
Brazil,2021-03-15,0.0,11363380.0,0.0,275105.0
Brazil,2021-03-16,0.0,11363380.0,0.0,275105.0
Brazil,2021-03-17,0.0,11363380.0,0.0,275105.0
Brazil,2021-03-18,0.0,11363380.0,0.0,275105.0
Brazil,2021-03-19,0.0,11363380.0,0.0,275105.0
Brazil,2021-03-20,0.0,11363380.0,0.0,275105.0
Brazil,2021-03-21,508010.0,11871390.0,15209.0,290314.0
Brazil,2021-03-22,0.0,11871390.0,0.0,290314.0
Brazil,2021-03-23,0.0,11871390.0,0.0,290314.0
Brazil,2021-03-24,0.0,11871390.0,0.0,290314.0
Brazil,2021-03-25,0.0,11871390.0,0.0,290314.0
Brazil,2021-03-26,0.0,11871390.0,0.0,290314.0
Brazil,2021-03-27,0.0,11871390.0,0.0,290314.0
Brazil,2021-03-28,533024.0,12404414.0,16798.0,307112.0
Brazil,2021-03-29,0.0,12404414.0,0.0,307112.0
Brazil,2021-03-30,0.0,12404414.0,0.0,307112.0
Brazil,2021-03-31,0.0,12404414.0,0.0,307112.0
Brazil,2021-04-01,0.0,12404414.0,0.0,307112.0
Brazil,2021-04-02,0.0,12404414.0,0.0,307112.0
Brazil,2021-04-03,0.0,12404414.0,0.0,307112.0
Brazil,2021-04-04,505668.0,12910082.0,21094.0,328206.0
Brazil,2021-04-05,0.0,12910082.0,0.0,328206.0
